"log2FoldChange","padj","GeneID"
-1.28761154741929,0.0485756358225038,"Sigirr"
-1.715907915859,0.0181459533026066,"Tspan4"
-3.62552539252118,0.026684866742832,"Pde8a"
-1.32707256705454,0.000157987452016074,"Ccdc51"
-4.35428161983003,0.00780346824720349,"Il6"
-1.5798484288099,0.00809157126187442,"Mfsd8"
-8.55536368840499,1.12615390895778e-09,"Casp12"
-1.75166092479682,2.39761419951577e-05,"Rdh10"
1.67961770227102,0.00596678063258979,"Paqr8"
-2.1512461606593,2.97221012411148e-25,"Gsta3"
-2.04046039974759,3.0716733419163e-29,"Idh1"
-7.09391444378679,0.00760029779473374,"Il1r2"
3.18618381307892,0.00899552216195553,"2010300C02Rik"
3.39929387294497,3.73547892176245e-19,"Wnt10a"
1.1177946944193,0.005819532667744,"Zfand2b"
1.98189510951126,0.0303460145626234,"Obsl1"
4.99135604038824,0.0397549490932076,"Serpine2"
6.7885478179816,0.0242611502848822,"Rab17"
2.09119929406564,0.000163735298031229,"Mcm6"
-1.3522075715867,1.85179561299211e-05,"Tfcp2l1"
-1.13887462518807,9.11934388575199e-11,"Dbi"
-1.5670141988014,2.65783730736076e-14,"Cd55"
2.96262476475603,0.0483965261472331,"Tnnt2"
-2.04468805297227,0.028435106751844,"Cdk18"
4.63378649826411,0.00969711173782983,"Ppfia4"
-5.90065218227591,0.0372999811383199,"Ifi211"
1.57750230981414,9.09000797594347e-05,"Mpzl1"
-4.74560197467261,0.0277059992604936,"Sec16b"
-5.22634808929953,0.000259861159100541,"Soat1"
1.09199398349218,5.27157973668883e-05,"Atf3"
4.1537659595048,0.028435106751844,"Suv39h2"
1.50249676304902,0.0126500654652576,"Rgs5"
5.60476130795545,5.18591211092472e-05,"Nuf2"
1.0043248563713,0.000880272873220533,"Plxdc2"
-3.89771029723057,0.00219188498490294,"Stxbp1"
1.1153952060509,0.0294045988804183,"Tsc1"
3.07219812022762,0.00891409054200547,"Il1rn"
-2.70796648488251,0.000705045157651885,"Hnmt"
2.5565481784,6.71705047075106e-13,"Dapl1"
-4.66546801110664,0.000336971552214227,"Lrp2"
-1.37037784961845,1.17119172822761e-12,"Slc12a6"
1.37143818809375,0.00229446632193902,"Lpcat4"
1.11025035326698,0.026423698358712,"Ccdc34"
1.41157463208229,0.00552802417534964,"Prrg4"
-1.09060329817537,0.00243114973190761,"Depdc7"
-1.35735504919584,1.51516335538186e-05,"Cd82"
-1.43370411164361,1.41170667530203e-07,"Sord"
6.94949789602155,0.0432472546214911,"Frmd5"
1.80281348523921,0.0476234138955059,"Mdk"
-1.09760104881686,0.000423506551506523,"Mkks"
-1.16734425186471,0.000475056910829259,"Jag1"
7.71061992352981,0.0162046341392126,"Ltk"
1.40200272400653,0.0167047483289216,"Tyro3"
3.65089426178885,0.0375388006253441,"Nusap1"
9.58506990455201,8.91693431444322e-09,"Gfra4"
8.56447625153212,0.000777928989350992,"Rad51"
-1.39155948682576,1.74013971844123e-07,"Slc23a2"
6.72566402843089,0.00206735364761246,"Dusp2"
7.2007388113308,2.19480235370685e-06,"Bub1"
4.27406247006184,0.00373269457522332,"Aurka"
-1.46395381285886,8.41001419221797e-05,"Car13"
1.28493372280305,0.00356174516181256,"Raly"
5.08136187651904,0.00606852867095501,"Fam83d"
1.17484616190497,0.000886786998187352,"Actl6a"
1.99900067565832,0.0296093702656027,"Tnik"
8.94051610672021,6.37610945645515e-06,"Ect2"
-7.62569535846246,0.0345092450477647,"Trpc4"
-1.49367208894575,0.00903461773749772,"Slc33a1"
6.075134930096,0.0494873870422364,"Serpini1"
-1.49725993267675,0.0244388330161942,"Dclre1b"
1.71996104313075,4.64331883082909e-24,"Hmgcs2"
1.11739781151633,0.0161394108363651,"Adar"
1.1712565322618,0.00335453944659275,"Trim2"
7.35008772750068,7.50078515949515e-06,"Tlr2"
1.08291807861148,0.00037194684290531,"Papss1"
1.01911795372268,4.49439736930609e-06,"Cks1b"
2.80114596146213,0.0165428142154599,"Bnipl"
-1.19865294213404,6.53288896850754e-06,"Gclm"
1.50360119255178,7.08103478115354e-13,"Clca3a2"
5.21767988769399,0.0263460040232425,"Epha7"
-1.19933964346408,0.0238137853657487,"C9orf72"
-1.35607906195165,5.33745102855846e-12,"Enho"
5.61411553370012,0.0175846961643016,"Reck"
1.38237322451851,0.0260123913558062,"Gne"
-2.49015125472126,2.91306348659273e-21,"Plpp3"
-1.15971880704657,0.0401021788983933,"Prkaa2"
-1.37133227142952,0.0280697476695404,"Artn"
-1.28672076013564,0.00781030875781447,"Caap1"
-1.12928978209506,0.0406242472181462,"Ctps"
-1.08037853399095,0.00413132494305457,"Mycbp"
6.69638184862528,0.00943845281343662,"Kif2c"
-2.3754528105872,0.00671166957596115,"Aldh4a1"
-1.09936777494484,2.78653985552146e-17,"Stmn1"
-7.4911906433897,0.0476234138955059,"Hgf"
2.81054880177022,0.000129798603091518,"Cdca8"
-1.06762367860923,4.13956974496368e-15,"Stx12"
8.28192583546807,0.00176607562793752,"Smpdl3b"
2.83539619076299,0.0241234436882551,"Cdk14"
-3.24634727516133,0.0204498145363643,"Padi2"
-8.87970725430382,1.94699919017534e-06,"Hes2"
1.00690000204547,0.0131894106401023,"Prkag2"
2.07674446388765,1.51766147179135e-25,"Errfi1"
1.01950684508426,0.0226319077293161,"Mmp23"
-9.79889531514587,3.12907091990882e-10,"Bst1"
1.38713077158359,0.000665226687361839,"Stx18"
2.52193746164607,7.45675397839504e-09,"Cenpa"
2.96533205219335,0.0277122950614229,"Fam114a1"
-1.67110903227592,0.00996743830371593,"Sel1l3"
-2.48371277148764,2.15640160764751e-60,"Ugdh"
3.18238142467915,3.86808145457864e-08,"Tec"
1.16920190190775,2.19955664501003e-09,"Uchl1"
-2.66567884588456,5.55880014872503e-18,"Ugt2b34"
-8.00335431567574,0.0125931643762501,"Gbp9"
-3.96188976719272,0.0407782029340071,"Plac8"
-5.92910628164532,0.0153388778185551,"Prkg2"
1.87731729895578,0.00413882743422668,"Fam216a"
-2.15976683999433,0.000908969171228836,"Sdsl"
1.05472569516344,0.00141079743893804,"Erp29"
-4.55868725981772,0.00767618819665172,"Rasl11a"
-3.30100292121709,1.88759963361722e-62,"Akr1b8"
6.95355198571717,0.00984777693146757,"Ccdc136"
-1.14319590860792,0.0129744076216346,"Avl9"
3.15263921812981,1.43658111197473e-31,"Igf2bp3"
-2.55261902565745,2.01498370734368e-32,"Gpnmb"
-1.41156642501968,1.56655654728347e-06,"Ccdc184"
-1.21982630925095,1.52241612512613e-15,"Anxa4"
-8.70371785060105,0.00127205060203644,"Kbtbd8"
1.37984674908756,0.00129926695535642,"Mrpl19"
1.05260835784209,8.19009150742469e-08,"Hmces"
-1.17393096667269,4.13693712897664e-06,"Slc6a6"
5.76128561583958,7.99479917024256e-07,"Ret"
-1.22917173827479,0.0497557785326221,"Tuba8"
1.5250204796258,6.77950166035130e-12,"Bcl2l14"
5.34923587114616,0.0106013512307777,"Fam234b"
-3.23129671008061,0.0375358857525099,"Mgp"
1.34767720059918,3.08890616255257e-08,"Dera"
5.38720525116019,0.00396500160208481,"Ttll3"
-1.04908321917089,0.00198299064466885,"Il17rc"
-1.69847284266418,0.0376665429670524,"Cand2"
7.10183883258963,0.002395776372224,"Rtn2"
5.56253235326824,0.00137851242215452,"Blm"
7.40364729770617,0.00703527840558152,"Lrfn1"
1.54121750422082,5.47762133557571e-13,"Mfge8"
7.21303622840423,0.00516113606594338,"Hapln3"
4.5696672441304,0.00933723930994885,"Kif22"
-3.41474556599855,0.00532976852412597,"Plekhb1"
8.51708566410477,0.00129620314747012,"Myo7a"
7.7396681175189,0.00045210107539474,"Tead2"
-2.88907192514799,2.70844932062833e-08,"Rgs10"
-1.35832654614127,0.000235662505730488,"Acadsb"
-2.75731900645331,0.00974717340677203,"Chst15"
-1.87750621698837,0.000762146942638258,"Stim1"
1.80415506087338,0.00240950700452049,"Hdac6"
1.46249689981375,0.00526860663868218,"Itm2a"
5.2974719509804,0.0282653953757297,"Cenpi"
1.37154866424092,0.00396583296002606,"Col4a6"
1.44948856840161,3.46632224775769e-06,"Col4a5"
-2.03000070078098,2.60931911252888e-09,"Acsl4"
3.88576320474038,3.80530367944477e-05,"Dusp9"
-1.21764771940067,0.0126504496568739,"Mpp1"
-1.01686288297618,0.000353454137533249,"Rab20"
-7.22783498380408,0.0238137853657487,"Gpm6a"
-2.15908938418954,7.35557787234916e-29,"Msmo1"
-1.68076346809319,1.21425425253417e-28,"Hpgd"
7.06339873810535,0.0448735393673508,"Cenpu"
-1.21064992304718,0.0319253423994004,"Cfap97"
-1.38684711191266,1.14266142198388e-12,"Mfap3l"
-4.38475348558039,0.0012245826671544,"Cdh11"
-1.09046798429111,1.03424808385462e-08,"Lsm6"
1.27208885105544,0.000673884959208165,"Gab1"
-3.49645574245883,0.0389666694037736,"Hp"
1.22136407578577,2.61715119788253e-05,"Nudt21"
-1.02271781659989,0.00429300904375007,"Pik3r2"
-1.55169304275503,4.65448010731036e-05,"Hsd17b2"
7.48185070957949,0.0175394822193373,"Map3k21"
1.82573239144299,0.00325922739303723,"Cmtm3"
1.51647266674428,0.00707812400456346,"Tradd"
-7.89918062512606,0.0232336730204353,"Ctrl"
-1.03933093256353,2.6812502754161e-10,"Cyb5b"
-1.63878955759321,0.0127816735780738,"Urb2"
-1.82488170600149,0.000595527874066626,"St3gal4"
-2.82552104744246,0.027312691042925,"Cryab"
8.93711913365529,3.61449418127117e-07,"Tagln"
7.74856811783198,0.0132410010443078,"Dscaml1"
7.45797413663831,0.0176072852366048,"Acrv1"
7.18770910011102,0.00372835415538454,"Abcg4"
8.16717593331636,0.000309670726359561,"Mcam"
-4.98944781347109,0.000931781208879099,"Olfm2"
-1.08530752464022,9.76546719682632e-05,"Ldlr"
-2.47896281748095,2.9314304788009e-10,"Rab27a"
4.19041991726885,5.89955179154861e-12,"Ccnb2"
1.03105386879355,8.29520663490535e-11,"Anxa2"
-1.60076705518711,0.0304655547569841,"Rora"
1.51377155323107,2.6844150211867e-05,"Kif23"
-10.1680477537653,3.01467807219234e-12,"Nnmt"
-1.12124669040461,0.000747086757155247,"Ube2q2"
7.48476464109562,0.0289071164834436,"Tmem266"
-4.14574231950211,0.00242821267548406,"Cyp1a1"
1.0652152629917,0.0425571076636853,"Stoml1"
-1.39349109862506,3.50607935068093e-21,"Gsta4"
-1.06341850874737,0.00045210107539474,"Gclc"
7.16083868740961,3.65764054324084e-09,"Dapk2"
-1.06710432801377,7.18875621039059e-12,"Atp1b3"
-7.33720205053442,0.0244388330161942,"Cmtm7"
-1.02749231952712,0.0175394822193373,"Tgfbr2"
-1.54645041548137,0.0380145087740211,"Mras"
1.58701170014933,4.2428287289973e-05,"Trib1"
-8.2448474806383,0.00607488874945098,"Rab6b"
-1.06835027373345,0.0341621150908968,"Flcn"
3.63215148528624,0.00276892039139448,"Pygm"
-7.42251881193055,0.0107751112479929,"Lmo2"
-1.70807149721956,7.4332095498144e-05,"Mctp2"
1.13729578360127,0.00745681949464665,"Nfyc"
-1.05388925960376,0.0493081731154451,"Hspa13"
2.33322821752374,0.0198881588425855,"Inha"
1.26072343558834,0.00014656317085052,"Lpcat2"
1.35935894251473,0.000588068997042025,"Eefsec"
3.20061252534465,3.54769669049472e-07,"Wnt6"
-8.36833434185459,0.000966764713089347,"Stk36"
-4.41886341822039,0.00552802417534964,"Palmd"
6.31731403990748,0.0145843889132104,"Armcx2"
1.04222361919256,0.00707812400456346,"Lpar6"
-7.68492556688128,0.00353180890289724,"Adamts15"
-3.34670953075195,6.23569326855763e-06,"Casp4"
-3.65237521204776,0.0453970968420462,"1300017J02Rik"
-1.40524870449956,0.0129690954648772,"Rpap2"
1.39495741983099,0.00225712641533871,"Klf9"
-1.11637907976101,4.59269878120676e-07,"Lgals3bp"
-1.29862756192729,0.00193505575646727,"Pxk"
7.62757639577973,0.000360953500787254,"Aspm"
-9.33155518733236,3.20275436252863e-09,"Jcad"
1.24106410128093,0.000431806362764163,"Pqlc1"
2.68071749319569,0.0307609309773483,"Rnf43"
1.97636015658945,7.0748264164778e-06,"Rhov"
1.0605984831246,0.000653670160893106,"Evpl"
7.66073577634224,0.00107143662745238,"Kif4"
5.42500344974908,0.0277288572180166,"Edil3"
-1.21248688453138,0.0232391151482363,"Myo5a"
-1.39776871400032,1.81767104416605e-06,"Tiparp"
4.63405507802254,0.00991641903139451,"Lrrn1"
3.335200920159,0.00141143526469669,"Itga2b"
1.13569208058208,0.0172767778538126,"Sema3f"
1.74843387935469,0.00051324108423506,"Fras1"
1.66845654117816,0.0366490301843168,"Sirt6"
1.31862478202661,0.0203279279335489,"Dusp5"
1.27846509624592,0.00247750333602799,"Tet3"
3.29186464054952,0.00060909605148628,"Gnat1"
2.53791704470912,0.0245516563973737,"Ncaph"
-4.76851451451356,0.0462876949711787,"Dpp4"
6.72619589537936,0.00184250144068765,"Fam167a"
-1.44002672889597,0.0341925786625162,"Gnptab"
-1.28192994897455,0.0473721988921445,"Fbxo33"
-7.71436970923428,0.0283374575528464,"Ccl7"
-10.2689299944839,1.011957855287e-09,"Ccl2"
-2.9377249629527,3.51357183354517e-09,"Tgfbi"
1.11618102619784,0.00147315113595484,"Capn5"
9.27617963373637,2.80909966061937e-07,"Muc20"
1.41269180443347,0.0326572604758569,"Zswim4"
1.73676217323355,0.00263147103033465,"Tnfsf9"
8.43030173775869,0.000879430384853342,"Melk"
-1.94942722771258,0.0201817843113091,"Krt20"
-1.11249964953165,0.0273898992386574,"Ggta1"
-1.57260789874209,0.0185377181104053,"Ids"
4.99089473481946,0.0108087235583282,"Prr5"
-2.13143325653826,1.12906045764166e-14,"Cd200r3"
-6.04901850155984,0.00671166957596115,"H2-Aa"
-3.00726656644186,0.00165865095451193,"Ttll7"
8.68848463346116,0.0005977084241713,"Kif15"
-2.73036001885014,0.0215821660019986,"Lpar3"
8.28406734495687,6.38846222607497e-07,"Plch1"
6.67135085160258,0.0114304250047418,"Arhgef26"
1.60652744936628,0.0366000022770747,"Clca2"
-1.49844536337093,0.000146560380539335,"Hk1"
6.67181695872229,0.0329861115002066,"Wdr62"
-4.77473516747304,0.0203751213731023,"Aff3"
3.106931973615,9.66514737822707e-17,"Itih2"
2.86772369961336,0.000242433984521368,"Tacc3"
-1.10815345822868,4.05318607597319e-05,"Nudt22"
-4.1517639459826,0.0213483012500736,"Serpine1"
1.10310541186425,9.2049238292027e-06,"Klf10"
7.77494623787699,0.0101191681773461,"Tedc1"
-2.41151103598026,8.07239894529843e-06,"Slc2a12"
7.32970385298709,0.000161395062549925,"Shank2"
1.88069469446624,0.0378022827412628,"Plekhg2"
2.80668603256999,0.0307609309773483,"Wdhd1"
8.05902906239918,6.50869566235447e-05,"Ephx3"
5.45444495718187,0.0437589794310004,"Tnfrsf23"
-5.62274976027498,3.95968568797217e-07,"Kcnk2"
8.67287118546273,8.26962282529618e-07,"Cdkn3"
2.14601294478964,0.045385379486651,"Cdkn1c"
-4.00235202831439,0.0270710002662872,"Atp8a1"
